time,prices,quantities,prodID,retID,description
2024-02-01,0.01,16,2058,2,Screen protector (variant 138)
2024-02-01,0.01,179,2307,1,Clothes hangers 10pk (variant 154)
2024-01-01,0.01,492,2489,2,Baby spinach 200g (variant 100)
2024-01-01,0.01,42,3133,2,Canned tomatoes 400g (variant 126)
2024-01-01,0.01,134,2057,2,Pasta penne 500g (variant 83)
2024-02-01,0.01,148,2541,1,Instant coffee 200g (variant 102)
2024-01-01,0.01,72,3136,1,T-shirt plain (variant 210)
2024-01-01,14.81,20,2958,1,Screen protector (variant 198)
2024-01-01,0.09,115,2373,2,Soy sauce 500ml (variant 95)
2024-01-01,0.01,93,2208,2,Hoodie fleece (variant 148)
2024-02-01,0.01,191,3495,1,Cotton bath towel (variant 234)
2024-02-01,9.66,97,2055,2,Cotton bath towel (variant 138)
2024-01-01,8.59,25,2667,1,Clothes hangers 10pk (variant 178)
2024-01-01,0.01,313,3045,2,Almond butter 350g (variant 122)
2024-02-01,9.42,8,2586,1,HDMI cable 2m (variant 173)
2024-01-01,30.67,40,3238,2,Keyboard wrist rest (variant 216)
2024-02-01,49.96,58,3144,1,Underwear briefs 3pk (variant 210)
2024-02-01,3.24,401,2461,1,Avocados 4pk (variant 99)
2024-01-01,0.01,25,2210,2,Bluetooth earbuds (variant 148)
2024-01-01,36.37,27,2576,2,Jacket windbreaker (variant 172)
2024-02-01,0.01,326,2549,1,Peanut butter 500g (variant 102)
2024-02-01,0.01,98,2668,2,Dress shirt slim (variant 178)
2024-02-01,6.53,163,2203,2,Shower curtain (variant 147)
2024-02-01,32.38,121,2619,2,Pillow insert 50x70cm (variant 175)
2024-01-01,16.93,43,2422,1,Webcam 1080p (variant 162)
2024-01-01,17.9,16,2150,2,Bluetooth earbuds (variant 144)
2024-02-01,0.01,471,3137,2,Bananas 1kg (variant 126)
2024-02-01,0.01,22,2542,1,Webcam 1080p (variant 170)
2024-01-01,5.87,131,3095,1,Paper towels 4pk (variant 207)
2024-02-01,33.55,106,2171,2,Storage box 10L (variant 145)
2024-02-01,0.01,81,2685,2,Chicken breast 500g (variant 108)
2024-02-01,14.3,181,2251,1,Kitchen sponge 3pk (variant 151)
2024-01-01,0.01,78,2296,1,T-shirt plain (variant 154)
2024-01-01,0.01,67,2923,2,Shower curtain (variant 195)
2024-02-01,8.26,11,2099,1,Doormat 60x40cm (variant 140)
2024-01-01,0.01,19,2534,2,Mouse pad XL (variant 169)
2024-01-01,0.01,33,3322,1,Webcam 1080p (variant 222)
2024-01-01,0.01,151,2307,1,Clothes hangers 10pk (variant 154)
2024-02-01,7.66,33,2643,1,Dish soap 500ml (variant 177)
2024-01-01,1.72,380,3249,2,Peanut butter 500g (variant 130)
2024-01-01,0.01,117,3025,1,Organic whole milk 1L (variant 122)
2024-01-01,110.84,25,2678,2,USB hub 4-port (variant 179)
2024-02-01,0.01,61,3443,2,Curtains blackout pair (variant 230)
2024-02-01,4.74,127,3409,2,Fresh salmon fillet 200g (variant 137)
2024-02-01,0.01,13,2310,1,USB-C cable 1m (variant 155)
2024-02-01,4.49,143,2885,1,Chicken breast 500g (variant 116)
2024-02-01,2.21,23,2554,2,Power bank 10000mAh (variant 171)
2024-01-01,0.01,174,3207,1,Clothes hangers 10pk (variant 214)
2024-02-01,0.01,94,3400,2,Polo shirt (variant 227)
2024-01-01,29.86,20,2588,2,Gloves winter (variant 173)
2024-01-01,83.33,13,2646,2,HDMI cable 2m (variant 177)
2024-01-01,0.01,16,2638,2,Keyboard wrist rest (variant 176)
2024-01-01,0.01,91,2328,2,Hoodie fleece (variant 156)
2024-01-01,14.74,152,2115,2,Cotton bath towel (variant 142)
2024-01-01,0.04,325,2217,1,Green tea bags 50pk (variant 89)
2024-02-01,57.74,46,2270,1,Bluetooth earbuds (variant 152)
2024-02-01,0.01,5,2102,1,Phone case (variant 141)
2024-02-01,34.12,100,3064,1,Sneakers casual (variant 205)
2024-01-01,52.71,11,2378,2,USB hub 4-port (variant 159)
2024-02-01,1.27,85,2449,2,Peanut butter 500g (variant 98)
2024-01-01,6.03,20,2248,2,Dress shirt slim (variant 150)
2024-01-01,3.97,121,2309,2,Fresh salmon fillet 200g (variant 93)
2024-02-01,1.74,142,3113,1,Red apples 1kg (variant 125)
2024-01-01,32.32,22,3226,1,Wireless mouse (variant 216)
2024-02-01,2.87,423,2805,1,Extra virgin olive oil 750ml (variant 113)
2024-01-01,0.01,12,2582,2,Phone case (variant 173)
2024-01-01,0.01,11,2978,2,USB hub 4-port (variant 199)
2024-01-01,38.45,67,2048,1,Gloves winter (variant 137)
2024-01-01,76.31,65,2772,1,Shorts chino (variant 185)
2024-02-01,4.33,55,2633,1,Canned tomatoes 400g (variant 106)
2024-01-01,0.01,31,2384,2,Sweatpants joggers (variant 159)
2024-01-01,10.14,128,2131,2,Kitchen sponge 3pk (variant 143)
2024-02-01,0.01,103,2417,1,Green tea bags 50pk (variant 97)
2024-01-01,0.01,406,2465,2,Dark chocolate 100g (variant 99)
2024-01-01,0.01,493,2561,1,Avocados 4pk (variant 103)
2024-01-01,16.96,104,2455,1,Cutting board bamboo (variant 164)
2024-02-01,0.01,474,3373,1,Soy sauce 500ml (variant 135)
2024-01-01,0.01,61,2576,2,Jacket windbreaker (variant 172)
2024-02-01,0.01,34,2998,1,Keyboard wrist rest (variant 200)
2024-01-01,229.31,20,2086,2,Wireless mouse (variant 140)
2024-02-01,65.93,12,2890,2,Wireless charger (variant 193)
2024-01-01,21.02,7,2578,1,Keyboard wrist rest (variant 172)
2024-02-01,0.01,98,2963,2,Curtains blackout pair (variant 198)
2024-02-01,51.76,16,3362,2,Phone case (variant 225)
2024-01-01,0.01,37,2394,2,SD card 64GB (variant 160)
2024-02-01,30.8,28,2352,1,Shorts chino (variant 157)
2024-02-01,18.12,84,2488,1,Dress shirt slim (variant 166)
2024-01-01,0.01,24,2074,2,Power bank 10000mAh (variant 139)
2024-02-01,35.08,30,2466,1,HDMI cable 2m (variant 165)
2024-01-01,0.01,166,2655,1,Cotton bath towel (variant 178)
2024-02-01,12.13,40,2955,1,Cotton bath towel (variant 198)
2024-02-01,0.31,470,2469,1,Sparkling water 6pk (variant 99)
2024-01-01,0.01,318,3261,2,Avocados 4pk (variant 131)
2024-01-01,12.89,161,2543,1,Curtains blackout pair (variant 170)
2024-01-01,91.86,7,2054,2,Mouse pad XL (variant 137)
2024-01-01,0.01,177,2111,1,Storage box 10L (variant 141)
2024-01-01,0.83,399,2345,2,Almond butter 350g (variant 94)
2024-02-01,42.74,170,2207,2,Trash bags 30L (variant 148)
2024-01-01,54.86,28,2730,2,USB-C cable 1m (variant 183)
2024-02-01,0.01,28,2382,1,LED desk lamp (variant 159)
2024-02-01,0.01,38,2416,1,T-shirt plain (variant 162)
2024-02-01,9.37,81,3423,1,Dish soap 500ml (variant 229)
2024-01-01,1.42,109,2709,2,Fresh salmon fillet 200g (variant 109)
2024-02-01,45.28,89,2812,2,Cap baseball (variant 188)
2024-01-01,0.01,141,2239,2,Laundry detergent 1L (variant 150)
2024-02-01,0.01,21,3150,2,USB-C cable 1m (variant 211)
2024-02-01,84.85,49,2734,1,Power bank 10000mAh (variant 183)
2024-02-01,0.01,21,2139,2,Pillow insert 50x70cm (variant 143)
2024-01-01,0.01,312,2901,2,Sourdough bread 500g (variant 117)
2024-02-01,0.01,38,2394,1,SD card 64GB (variant 160)
2024-01-01,9.09,94,2321,2,Honey 500g (variant 93)
2024-02-01,36.8,99,2268,2,Hoodie fleece (variant 152)
2024-02-01,0.01,243,2185,1,Chicken breast 500g (variant 88)
2024-02-01,2.0,188,2757,2,Pasta penne 500g (variant 111)
2024-01-01,0.01,364,2473,1,Soy sauce 500ml (variant 99)
2024-01-01,0.01,16,2138,1,USB hub 4-port (variant 143)
2024-02-01,34.52,44,3432,1,Shorts chino (variant 229)
2024-01-01,0.01,47,2714,1,Mouse pad XL (variant 181)
2024-02-01,5.82,49,3151,2,Kitchen sponge 3pk (variant 211)
2024-01-01,0.01,81,2976,1,Scarf wool blend (variant 199)
2024-01-01,31.79,19,2842,2,Webcam 1080p (variant 190)
2024-02-01,0.01,42,2200,1,Polo shirt (variant 147)
2024-02-01,22.59,99,3392,2,Jeans slim fit (variant 227)
2024-02-01,0.01,128,2331,2,Candles scented set (variant 156)
2024-02-01,0.01,179,2767,2,Picture frame A4 (variant 185)
2024-01-01,0.01,70,3276,1,Scarf wool blend (variant 219)
2024-02-01,80.64,18,2802,1,LED desk lamp (variant 187)
2024-02-01,12.56,92,3155,2,Paper towels 4pk (variant 211)
2024-02-01,0.01,75,2800,2,Polo shirt (variant 187)
2024-01-01,4.53,38,3216,2,Scarf wool blend (variant 215)
2024-01-01,0.01,47,3266,1,Portable speaker (variant 218)
2024-01-01,0.16,484,2505,2,Extra virgin olive oil 750ml (variant 101)
2024-01-01,4.73,289,2869,1,Sparkling water 6pk (variant 115)
2024-01-01,0.01,98,2772,2,Shorts chino (variant 185)
2024-02-01,0.01,130,2919,1,Pillow insert 50x70cm (variant 195)
2024-01-01,0.01,32,2779,2,Laundry detergent 1L (variant 186)
2024-02-01,37.95,46,2892,1,Shorts chino (variant 193)
2024-01-01,19.41,9,2720,1,Belt leather (variant 182)
2024-01-01,30.65,9,2838,1,Screen protector (variant 190)
2024-01-01,10.34,18,2906,1,Portable speaker (variant 194)
2024-02-01,0.01,67,3016,2,T-shirt plain (variant 202)
2024-02-01,6.89,383,3149,2,Peanut butter 500g (variant 126)
2024-02-01,26.0,50,2863,2,Shower curtain (variant 191)
2024-02-01,50.55,31,2319,2,Pillow insert 50x70cm (variant 155)
2024-02-01,90.25,41,2338,2,Keyboard wrist rest (variant 156)
2024-02-01,2.29,249,2893,2,Orange juice 1L (variant 116)
2024-02-01,24.38,91,2123,1,Curtains blackout pair (variant 142)
2024-01-01,24.38,189,3163,2,Shower curtain (variant 211)
2024-01-01,28.63,8,3336,2,Scarf wool blend (variant 223)
2024-02-01,0.01,149,3135,1,Cotton bath towel (variant 210)
2024-02-01,44.66,49,3040,2,Polo shirt (variant 203)
2024-02-01,1.91,177,2497,2,Frozen peas 1kg (variant 100)
2024-02-01,2.41,127,2717,1,Green tea bags 50pk (variant 109)
2024-01-01,26.08,32,2160,2,Cotton socks 3pk (variant 145)
2024-02-01,65.94,16,2960,1,Belt leather (variant 198)
2024-01-01,20.61,12,2520,2,Cotton socks 3pk (variant 169)
2024-01-01,2.63,381,2365,2,Dark chocolate 100g (variant 95)
2024-01-01,4.87,9,2051,1,Storage box 10L (variant 137)
2024-02-01,0.01,173,3355,1,Cutting board bamboo (variant 224)
2024-01-01,37.64,50,2522,2,Phone case (variant 169)
2024-02-01,0.01,7,2263,2,Shower curtain (variant 151)
2024-02-01,15.59,129,2431,1,Kitchen sponge 3pk (variant 163)
2024-01-01,4.38,176,2725,1,Organic whole milk 1L (variant 110)
2024-01-01,72.92,1,3026,2,Portable speaker (variant 202)
2024-01-01,54.76,1,2478,1,Screen protector (variant 166)
2024-01-01,0.01,22,2944,2,Sneakers casual (variant 197)
2024-01-01,1.07,255,2973,1,Soy sauce 500ml (variant 119)
2024-01-01,0.01,137,2071,2,Kitchen sponge 3pk (variant 139)
2024-01-01,21.55,88,2211,1,Candles scented set (variant 148)
2024-01-01,8.1,495,3197,2,Frozen peas 1kg (variant 128)
2024-02-01,0.01,133,3417,2,Green tea bags 50pk (variant 137)
2024-01-01,25.14,48,2367,1,Clothes hangers 10pk (variant 158)
2024-01-01,0.01,21,2152,1,Cap baseball (variant 144)
2024-01-01,15.6,10,3188,1,Gloves winter (variant 213)
2024-02-01,0.01,10,2990,1,Bluetooth earbuds (variant 200)
2024-01-01,0.01,93,2348,1,Gloves winter (variant 157)
2024-01-01,6.31,383,2861,2,Avocados 4pk (variant 115)
2024-01-01,9.02,229,2817,1,Green tea bags 50pk (variant 113)
2024-02-01,16.35,32,2868,2,Hoodie fleece (variant 192)
2024-01-01,0.01,489,2937,1,Bananas 1kg (variant 118)
2024-01-01,21.57,37,2098,1,Keyboard wrist rest (variant 140)
2024-01-01,1.47,294,2233,1,Canned tomatoes 400g (variant 90)
2024-02-01,54.99,37,3068,2,Gloves winter (variant 205)
2024-01-01,0.01,26,2876,2,Jacket windbreaker (variant 192)
2024-01-01,2.82,167,2497,2,Frozen peas 1kg (variant 100)
2024-02-01,0.01,33,2820,2,Cotton socks 3pk (variant 189)
2024-01-01,0.01,181,2177,2,Free-range eggs 12pk (variant 88)
2024-02-01,104.02,48,2990,1,Bluetooth earbuds (variant 200)
2024-02-01,0.01,42,2403,1,Dish soap 500ml (variant 161)
2024-01-01,0.01,177,2643,2,Dish soap 500ml (variant 177)
2024-02-01,0.01,90,3196,2,T-shirt plain (variant 214)
2024-02-01,16.78,157,3051,2,Candles scented set (variant 204)
2024-01-01,1.31,226,2645,1,Almond butter 350g (variant 106)
2024-02-01,24.42,24,2844,1,Underwear briefs 3pk (variant 190)
2024-02-01,89.08,5,2226,2,HDMI cable 2m (variant 149)
2024-02-01,0.01,51,2019,2,Pillow insert 50x70cm (variant 135)
2024-01-01,0.01,234,3045,2,Almond butter 350g (variant 122)
2024-02-01,1.94,41,2534,2,Mouse pad XL (variant 169)
2024-02-01,0.01,59,2147,2,Trash bags 30L (variant 144)
2024-01-01,0.01,36,2156,2,Jacket windbreaker (variant 144)
2024-01-01,9.57,15,2420,1,Belt leather (variant 162)
2024-01-01,14.14,93,3016,2,T-shirt plain (variant 202)
2024-02-01,0.01,37,3161,2,Avocados 4pk (variant 127)
2024-02-01,0.01,6,2546,1,Portable speaker (variant 170)
2024-01-01,26.27,107,2263,1,Shower curtain (variant 151)
2024-01-01,70.13,83,2044,2,Sneakers casual (variant 137)
2024-01-01,0.01,64,2079,2,Pillow insert 50x70cm (variant 139)
2024-01-01,2.12,75,2669,2,Sparkling water 6pk (variant 107)
2024-01-01,0.01,117,3229,1,Greek yogurt 500g (variant 130)
2024-01-01,0.01,374,2669,2,Sparkling water 6pk (variant 107)
2024-02-01,0.01,14,3014,2,Mouse pad XL (variant 201)
2024-01-01,0.01,150,2983,1,Shower curtain (variant 199)
2024-01-01,128.43,6,2410,1,Wireless charger (variant 161)
2024-01-01,0.01,289,2921,2,Honey 500g (variant 117)
2024-01-01,2.32,229,2897,1,Frozen peas 1kg (variant 116)
2024-01-01,89.57,28,3018,2,Screen protector (variant 202)
2024-02-01,0.01,52,2471,1,Storage box 10L (variant 165)
2024-01-01,0.01,256,3345,2,Almond butter 350g (variant 134)
2024-02-01,5.62,38,2257,2,Pasta penne 500g (variant 91)
2024-02-01,152.31,39,2642,2,Phone case (variant 177)
2024-01-01,0.01,86,2716,1,T-shirt plain (variant 182)
2024-01-01,15.83,212,2585,2,Chicken breast 500g (variant 104)
2024-01-01,33.84,120,3319,1,Laundry detergent 1L (variant 222)
2024-01-01,4.72,41,3230,1,Bluetooth earbuds (variant 216)
2024-01-01,0.01,87,3339,2,Pillow insert 50x70cm (variant 223)
2024-02-01,0.01,29,2890,1,Wireless charger (variant 193)
2024-02-01,48.94,85,2779,1,Laundry detergent 1L (variant 186)
2024-01-01,0.01,402,2613,2,Red apples 1kg (variant 105)
2024-02-01,73.39,66,2883,2,Dish soap 500ml (variant 193)
2024-01-01,22.81,169,2035,2,Cutting board bamboo (variant 136)
2024-01-01,0.01,84,2705,1,Extra virgin olive oil 750ml (variant 109)
2024-01-01,119.78,2,2278,2,Keyboard wrist rest (variant 152)
2024-02-01,43.01,174,2127,2,Clothes hangers 10pk (variant 142)
2024-02-01,0.01,335,3193,2,Orange juice 1L (variant 128)
2024-02-01,0.01,117,2015,2,Paper towels 4pk (variant 135)
2024-02-01,8.93,132,3491,1,Storage box 10L (variant 233)
2024-02-01,4.07,194,2353,2,Cheddar cheese 250g (variant 95)
2024-02-01,41.85,12,2272,1,Cap baseball (variant 152)
2024-01-01,0.01,40,2082,1,LED desk lamp (variant 139)
2024-02-01,1.06,156,2021,2,Honey 500g (variant 81)
2024-02-01,4.02,380,3049,1,Peanut butter 500g (variant 122)
2024-01-01,3.74,33,2915,1,Paper towels 4pk (variant 195)
2024-01-01,8.09,399,2241,2,Instant coffee 200g (variant 90)
2024-02-01,15.68,10,3010,1,Wireless charger (variant 201)
2024-02-01,1.29,194,2213,2,Red apples 1kg (variant 89)
2024-02-01,0.01,482,2537,1,Bananas 1kg (variant 102)
2024-02-01,0.01,313,3457,2,Pasta penne 500g (variant 139)
2024-02-01,29.45,30,2012,1,Jeans slim fit (variant 135)
2024-02-01,0.09,288,3133,1,Canned tomatoes 400g (variant 126)
2024-02-01,41.59,18,2834,1,Mouse pad XL (variant 189)
2024-02-01,0.01,34,2115,2,Cotton bath towel (variant 142)
2024-02-01,0.01,68,2476,1,T-shirt plain (variant 166)
2024-01-01,0.01,45,3260,1,Belt leather (variant 218)
2024-01-01,5.27,317,2381,1,Basmati rice 1kg (variant 96)
2024-01-01,1.01,7,2920,2,Polo shirt (variant 195)
2024-01-01,7.02,30,3022,1,Webcam 1080p (variant 202)
2024-01-01,43.34,198,2491,2,Kitchen sponge 3pk (variant 167)
2024-02-01,5.08,199,2385,2,Chicken breast 500g (variant 96)
2024-02-01,0.01,338,2333,2,Canned tomatoes 400g (variant 94)
2024-02-01,70.22,17,2768,1,Gloves winter (variant 185)
2024-01-01,88.81,36,2030,1,Bluetooth earbuds (variant 136)
2024-02-01,0.01,97,2823,2,Dish soap 500ml (variant 189)
2024-02-01,8.55,83,2839,2,Laundry detergent 1L (variant 190)
2024-02-01,21.36,91,3068,2,Gloves winter (variant 205)
2024-01-01,0.01,107,2903,1,Curtains blackout pair (variant 194)
2024-01-01,8.92,310,2209,1,Fresh salmon fillet 200g (variant 89)
2024-01-01,0.01,145,2025,2,Organic whole milk 1L (variant 82)
2024-02-01,66.04,34,2670,1,USB-C cable 1m (variant 179)
2024-02-01,7.28,109,2389,1,Baby spinach 200g (variant 96)
2024-01-01,0.01,67,2683,2,Shower curtain (variant 179)
2024-02-01,4.18,77,2321,1,Honey 500g (variant 93)
2024-01-01,0.01,27,2300,2,Belt leather (variant 154)
2024-01-01,0.01,36,2022,2,LED desk lamp (variant 135)
2024-01-01,0.01,27,2100,2,Cotton socks 3pk (variant 141)
2024-01-01,7.62,84,2476,2,T-shirt plain (variant 166)
2024-01-01,0.01,161,2939,2,Doormat 60x40cm (variant 196)
2024-01-01,1.39,194,3323,1,Curtains blackout pair (variant 222)
2024-02-01,1.0,203,3009,2,Fresh salmon fillet 200g (variant 121)
2024-02-01,0.01,87,2368,1,Dress shirt slim (variant 158)
2024-01-01,1.22,68,2628,1,Hoodie fleece (variant 176)
2024-02-01,0.01,481,2225,1,Organic whole milk 1L (variant 90)
2024-01-01,0.01,83,3340,2,Polo shirt (variant 223)
2024-01-01,56.9,85,2068,1,Dress shirt slim (variant 138)
2024-02-01,0.01,28,3182,2,Phone case (variant 213)
2024-01-01,39.95,35,3342,1,LED desk lamp (variant 223)
2024-02-01,0.01,39,2142,1,LED desk lamp (variant 143)
2024-01-01,0.01,29,2736,2,Scarf wool blend (variant 183)
2024-02-01,17.61,119,2559,1,Pillow insert 50x70cm (variant 171)
2024-01-01,0.01,54,2019,1,Pillow insert 50x70cm (variant 135)
2024-02-01,0.67,54,2675,1,Paper towels 4pk (variant 179)
2024-02-01,0.01,54,3384,2,Underwear briefs 3pk (variant 226)
2024-01-01,0.01,15,3115,1,Cutting board bamboo (variant 208)
2024-02-01,0.07,141,3095,1,Paper towels 4pk (variant 207)
2024-02-01,0.01,15,3186,1,HDMI cable 2m (variant 213)
2024-02-01,0.01,30,2470,2,Wireless charger (variant 165)
2024-02-01,1.89,348,2409,2,Fresh salmon fillet 200g (variant 97)
2024-01-01,0.01,30,2344,1,Sneakers casual (variant 157)
2024-01-01,8.14,119,2563,1,Shower curtain (variant 171)
2024-02-01,0.01,115,3117,2,Green tea bags 50pk (variant 125)
2024-01-01,7.4,168,2469,2,Sparkling water 6pk (variant 99)
2024-01-01,0.01,40,2781,2,Basmati rice 1kg (variant 112)
2024-02-01,12.5,30,2466,1,HDMI cable 2m (variant 165)
2024-02-01,0.01,90,2880,2,Cotton socks 3pk (variant 193)
2024-02-01,20.15,181,2439,2,Pillow insert 50x70cm (variant 163)
2024-02-01,3.9,247,2465,2,Dark chocolate 100g (variant 99)
2024-02-01,0.01,48,2626,2,Wireless mouse (variant 176)
2024-02-01,50.69,91,2340,1,Cotton socks 3pk (variant 157)
2024-01-01,60.56,44,2130,2,USB-C cable 1m (variant 143)
2024-01-01,0.01,160,3031,2,Kitchen sponge 3pk (variant 203)
2024-02-01,5.46,18,3459,1,Pillow insert 50x70cm (variant 231)
2024-01-01,29.89,178,2843,2,Curtains blackout pair (variant 190)
2024-02-01,23.35,73,3484,2,Sneakers casual (variant 233)
2024-01-01,0.01,41,2066,1,Portable speaker (variant 138)
2024-01-01,177.13,27,3214,1,Power bank 10000mAh (variant 215)
2024-01-01,2.49,386,2785,1,Chicken breast 500g (variant 112)
2024-02-01,0.01,95,3108,2,Hoodie fleece (variant 208)
2024-01-01,9.18,40,2742,1,LED desk lamp (variant 183)
2024-01-01,0.01,35,2662,2,Webcam 1080p (variant 178)
2024-01-01,0.01,264,3277,1,Free-range eggs 12pk (variant 132)
2024-02-01,24.95,98,2508,2,Hoodie fleece (variant 168)
2024-01-01,1.74,425,3081,2,Basmati rice 1kg (variant 124)
2024-01-01,0.01,18,2245,1,Almond butter 350g (variant 90)
2024-02-01,10.12,75,3420,2,Cotton socks 3pk (variant 229)
2024-01-01,1.89,402,2933,2,Canned tomatoes 400g (variant 118)
2024-01-01,21.79,43,2264,1,Sweatpants joggers (variant 151)
2024-02-01,24.21,196,2579,2,Doormat 60x40cm (variant 172)
2024-01-01,37.03,118,2739,1,Pillow insert 50x70cm (variant 183)
2024-01-01,0.01,34,2430,2,USB-C cable 1m (variant 163)
2024-02-01,218.98,46,2170,1,Wireless charger (variant 145)
2024-01-01,60.88,24,2142,2,LED desk lamp (variant 143)
2024-01-01,1.06,8,2968,2,Dress shirt slim (variant 198)
2024-01-01,0.01,27,2089,2,Baby spinach 200g (variant 84)
2024-02-01,0.01,49,3390,1,USB-C cable 1m (variant 227)
2024-02-01,0.01,1,2298,2,Screen protector (variant 154)
2024-01-01,12.68,30,2991,2,Candles scented set (variant 200)
2024-01-01,1.76,69,2080,2,Polo shirt (variant 139)
2024-01-01,29.67,44,3048,1,Hoodie fleece (variant 204)
2024-01-01,0.1,312,2193,1,Orange juice 1L (variant 88)
2024-02-01,25.27,35,2362,1,Webcam 1080p (variant 158)
2024-02-01,4.73,165,3069,2,Sparkling water 6pk (variant 123)
2024-01-01,1.79,21,2377,1,Free-range eggs 12pk (variant 96)
2024-01-01,9.24,5,2310,2,USB-C cable 1m (variant 155)
2024-02-01,73.28,32,2274,1,SD card 64GB (variant 152)
2024-01-01,3.19,369,2501,2,Sourdough bread 500g (variant 101)
2024-02-01,24.58,82,2843,2,Curtains blackout pair (variant 190)
2024-02-01,25.49,48,2704,2,Sneakers casual (variant 181)
2024-01-01,0.01,306,2925,2,Organic whole milk 1L (variant 118)
2024-02-01,3.74,6,2691,1,Candles scented set (variant 180)
2024-01-01,25.38,100,3228,1,Hoodie fleece (variant 216)
2024-02-01,39.53,20,2975,2,Paper towels 4pk (variant 199)
2024-02-01,5.1,444,2781,1,Basmati rice 1kg (variant 112)
2024-01-01,210.07,21,3110,2,Bluetooth earbuds (variant 208)
2024-02-01,6.25,361,2841,1,Instant coffee 200g (variant 114)
2024-01-01,18.18,115,2895,2,Cotton bath towel (variant 194)
2024-02-01,0.01,31,3002,2,Phone case (variant 201)
2024-02-01,10.37,175,3077,1,Free-range eggs 12pk (variant 124)
2024-01-01,3.74,461,2161,2,Avocados 4pk (variant 87)
2024-02-01,36.06,47,3024,2,Underwear briefs 3pk (variant 202)
2024-02-01,129.5,50,2042,2,Phone case (variant 137)
2024-01-01,0.01,70,2327,1,Trash bags 30L (variant 156)
2024-02-01,146.21,21,2282,1,Phone case (variant 153)
2024-01-01,0.01,198,2747,1,Trash bags 30L (variant 184)
2024-01-01,0.49,297,3205,1,Extra virgin olive oil 750ml (variant 129)
2024-02-01,27.94,156,2543,2,Curtains blackout pair (variant 170)
2024-01-01,2.37,491,2893,1,Orange juice 1L (variant 116)
2024-01-01,12.72,189,2895,2,Cotton bath towel (variant 194)
2024-01-01,0.01,25,2430,1,USB-C cable 1m (variant 163)
2024-01-01,67.11,18,2058,2,Screen protector (variant 138)
2024-01-01,5.71,477,2873,2,Soy sauce 500ml (variant 115)
2024-01-01,0.01,31,3256,2,T-shirt plain (variant 218)
2024-01-01,13.98,53,2575,1,Cutting board bamboo (variant 172)
2024-01-01,87.12,18,2336,2,Jacket windbreaker (variant 156)
2024-01-01,0.01,53,2380,2,Polo shirt (variant 159)
2024-01-01,10.22,33,3192,1,Shorts chino (variant 213)
2024-01-01,39.57,29,2859,2,Pillow insert 50x70cm (variant 191)
2024-01-01,0.01,404,2557,1,Pasta penne 500g (variant 103)
2024-01-01,37.07,150,2499,2,Pillow insert 50x70cm (variant 167)
2024-02-01,41.71,43,2064,1,Underwear briefs 3pk (variant 138)
2024-02-01,40.45,2,2886,1,HDMI cable 2m (variant 193)
2024-02-01,0.01,468,2181,2,Basmati rice 1kg (variant 88)
2024-02-01,30.52,30,2948,2,Gloves winter (variant 197)
2024-02-01,0.29,415,2441,2,Instant coffee 200g (variant 98)
2024-02-01,20.08,14,2688,1,Hoodie fleece (variant 180)
2024-02-01,0.01,2,2538,2,Screen protector (variant 170)
2024-02-01,0.01,44,2456,2,Jacket windbreaker (variant 164)
2024-02-01,2.84,15,2752,2,Cap baseball (variant 184)
2024-02-01,0.01,412,2097,2,Frozen peas 1kg (variant 84)
2024-01-01,0.01,36,3274,1,Power bank 10000mAh (variant 219)
2024-02-01,1.9,43,3125,1,Organic whole milk 1L (variant 126)
2024-02-01,0.01,187,3403,1,Shower curtain (variant 227)
2024-02-01,21.48,84,2648,2,Gloves winter (variant 177)
2024-02-01,0.01,19,2083,2,Shower curtain (variant 139)
2024-01-01,14.69,54,2435,1,Paper towels 4pk (variant 163)
2024-02-01,0.01,151,3063,2,Dish soap 500ml (variant 205)
2024-02-01,1.02,80,2059,1,Laundry detergent 1L (variant 138)
2024-01-01,16.72,3,2826,1,HDMI cable 2m (variant 189)
2024-01-01,0.01,85,2480,2,Belt leather (variant 166)
2024-02-01,0.01,166,3043,2,Shower curtain (variant 203)
2024-01-01,108.09,47,3082,1,Webcam 1080p (variant 206)
2024-02-01,0.01,195,2013,2,Red apples 1kg (variant 81)
2024-01-01,0.77,19,3113,1,Red apples 1kg (variant 125)
2024-01-01,0.5,300,3149,1,Peanut butter 500g (variant 126)
2024-01-01,8.52,388,2721,2,Honey 500g (variant 109)
2024-01-01,0.01,30,3066,2,HDMI cable 2m (variant 205)
2024-01-01,8.16,35,2348,2,Gloves winter (variant 157)
2024-01-01,0.01,86,2880,2,Cotton socks 3pk (variant 193)
2024-01-01,9.7,459,2381,1,Basmati rice 1kg (variant 96)
2024-01-01,89.13,47,2190,1,USB-C cable 1m (variant 147)
2024-02-01,0.01,86,3144,1,Underwear briefs 3pk (variant 210)
2024-02-01,0.01,73,3383,1,Curtains blackout pair (variant 226)
2024-01-01,0.01,305,2005,1,Extra virgin olive oil 750ml (variant 81)
2024-01-01,0.01,89,2956,1,T-shirt plain (variant 198)
2024-02-01,0.01,102,2215,1,Cutting board bamboo (variant 148)
2024-02-01,33.39,31,2676,1,Scarf wool blend (variant 179)
2024-02-01,29.59,129,3143,2,Curtains blackout pair (variant 210)
2024-02-01,0.01,171,3487,1,Picture frame A4 (variant 233)
2024-01-01,63.03,18,3342,2,LED desk lamp (variant 223)
